YearsCode,Gender,Julia,Education,Age,Rust,SQL,R,YearsCodeProfessional,Python,C,LISP,Blockchain,Clojure,Sexuality,SalaryUSD,Java,Ethnicity,Cplusplus,Background,JavaScript,HTML_CSS
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,11,no,no,no,Very unfavorable,no,Straight / Heterosexual,90000,no,White,no,I am a developer by profession,yes,yes
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,10,no,no,no,Indifferent,no,Straight / Heterosexual,122500,no,White,no,I am a developer by profession,yes,no
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,4,yes,no,no,Indifferent,no,Straight / Heterosexual,91000,yes,White,no,I am a developer by profession,yes,yes
30,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,yes,no,no,7,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,150000,no,White,yes,I am a developer by profession,no,no
14,Man,yes,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,no,yes,no,3,yes,no,no,Very unfavorable,no,Gay or Lesbian,92000,yes,White,yes,I am a developer by profession,yes,yes
2,Man,no,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,no,yes,no,0,no,no,no,Favorable,no,Straight / Heterosexual,45000,no,White,no,I am a developer by profession,yes,yes
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,yes,no,1,yes,no,no,Very unfavorable,no,Straight / Heterosexual,110000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
15,Man,no,Some college/university study without earning a degree,35-44 years old,no,no,no,10,yes,no,no,Indifferent,no,Straight / Heterosexual,100000,no,White,yes,I am a developer by profession,yes,yes
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,5,no,no,no,Unfavorable,no,Straight / Heterosexual,85000,no,White,no,I am a developer by profession,yes,yes
25,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,yes,no,no,7,yes,no,no,Very unfavorable,no,Straight / Heterosexual,230000,no,White,no,I am a developer by profession,yes,no
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,8,no,no,no,Unfavorable,no,Straight / Heterosexual,165000,yes,White,no,I am a developer by profession,no,yes
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,3,no,yes,no,Indifferent,no,Straight / Heterosexual,85000,no,White,yes,I am a developer by profession,no,yes
28,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",,no,no,no,24,no,yes,no,Indifferent,no,Straight / Heterosexual,130000,no,Asian,yes,I am a developer by profession,no,no
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,4,no,no,no,Favorable,yes,Straight / Heterosexual,130000,no,White,no,I am a developer by profession,yes,no
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,yes,no,3,yes,no,no,Indifferent,no,Straight / Heterosexual,93000,no,White,no,I am a developer by profession,yes,yes
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,7,yes,no,no,Favorable,no,Straight / Heterosexual,100000,yes,White,no,I am a developer by profession,no,no
4,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,yes,no,no,2,yes,no,no,Very unfavorable,no,Straight / Heterosexual,151000,no,White,yes,I am a developer by profession,yes,yes
7,Man,no,"Associate degree (A.A., A.S., etc.)",25-34 years old,yes,no,no,6,no,no,no,Indifferent,no,Straight / Heterosexual,200000,no,White,yes,I am a developer by profession,no,no
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,7,no,no,no,Indifferent,no,Straight / Heterosexual,159000,yes,White,no,I am a developer by profession,no,no
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,yes,no,no,4,no,no,no,Very unfavorable,no,Straight / Heterosexual,70000,yes,White,no,I am a developer by profession,yes,yes
10,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",25-34 years old,yes,no,no,2,yes,no,no,Very unfavorable,no,Straight / Heterosexual,218000,no,White,no,I am a developer by profession,no,no
17,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,10,no,no,no,Very unfavorable,no,Straight / Heterosexual,155000,no,White,no,I am a developer by profession,yes,yes
40,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,30,yes,no,no,Indifferent,no,Straight / Heterosexual,355000,no,White,no,I am a developer by profession,no,yes
6,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,yes,no,3,yes,yes,no,Indifferent,no,Straight / Heterosexual,155000,no,White,yes,I am a developer by profession,yes,yes
9,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,yes,no,no,2,no,no,no,Very unfavorable,no,Straight / Heterosexual,90000,no,White,yes,I am a developer by profession,no,no
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,4,yes,yes,no,Unfavorable,no,Straight / Heterosexual,150000,no,White,yes,I am a developer by profession,no,no
34,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,20,no,yes,no,Very unfavorable,no,Straight / Heterosexual,115500,no,White,yes,I am a developer by profession,yes,no
9,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,no,no,7,no,no,no,Very favorable,no,Straight / Heterosexual,140000,no,White,no,I am a developer by profession,no,no
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,no,no,2,no,no,no,Unfavorable,no,Straight / Heterosexual,100000,no,White,no,I am a developer by profession,no,no
11,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,10,yes,no,no,Very unfavorable,no,Straight / Heterosexual,300000,yes,White,no,I am a developer by profession,yes,no
46,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",55-64 years old,no,no,no,37,yes,no,no,Indifferent,no,Straight / Heterosexual,126000,no,White,no,I am a developer by profession,no,no
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,5,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,155000,no,White,yes,I am a developer by profession,no,no
14,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,10,no,no,no,Indifferent,no,Straight / Heterosexual,180000,yes,White,no,I am a developer by profession,yes,no
9,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,5,yes,no,no,Unfavorable,no,Bisexual,66000,yes,White,no,I am a developer by profession,yes,yes
9,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,5,no,no,no,Indifferent,no,Straight / Heterosexual,90000,no,White,no,I am a developer by profession,yes,yes
30,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,18,yes,no,no,Unfavorable,no,Gay or Lesbian,300000,yes,White,no,I am a developer by profession,yes,yes
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,yes,no,no,2,no,no,no,Indifferent,no,Straight / Heterosexual,300000,no,Asian,no,I am a developer by profession,yes,no
23,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,19,no,no,no,Unfavorable,no,Straight / Heterosexual,130000,no,White,no,I am a developer by profession,no,no
20,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,14,yes,no,no,Indifferent,yes,Straight / Heterosexual,220000,no,White,no,I am a developer by profession,yes,yes
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,5,yes,yes,no,Indifferent,no,Straight / Heterosexual,88000,no,White,yes,I am a developer by profession,no,yes
12,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",25-34 years old,no,no,no,7,no,no,no,Unfavorable,no,Straight / Heterosexual,167000,no,White,yes,I am a developer by profession,no,no
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,yes,no,no,3,yes,yes,yes,Unfavorable,no,Bisexual,73000,yes,Hispanic or Latino/a,yes,I am a developer by profession,yes,yes
35,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,31,no,no,no,Very unfavorable,no,Straight / Heterosexual,305000,yes,White,no,I am a developer by profession,yes,no
20,Man,no,Some college/university study without earning a degree,25-34 years old,no,yes,no,10,yes,no,no,Very unfavorable,no,Bisexual,165000,no,White,no,I am a developer by profession,yes,yes
3,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,0,no,no,no,Indifferent,no,Straight / Heterosexual,94000,yes,White,no,I am a developer by profession,no,no
13,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,10,yes,no,no,Indifferent,no,Straight / Heterosexual,200000,yes,White,no,I am a developer by profession,no,no
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,no,no,2,no,no,no,Very unfavorable,no,Bisexual,230000,yes,White,no,I am a developer by profession,yes,yes
4,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,yes,no,2,yes,no,no,Favorable,no,Straight / Heterosexual,86000,yes,White,no,I am a developer by profession,yes,no
7,Woman,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,yes,no,0,yes,no,no,Indifferent,no,Bisexual,89000,no,White,no,I am a developer by profession,no,no
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,6,no,no,no,Very unfavorable,no,Straight / Heterosexual,125000,no,Asian,no,I am a developer by profession,yes,yes
6,Man,no,Some college/university study without earning a degree,18-24 years old,no,no,no,3,yes,no,no,Very unfavorable,no,Straight / Heterosexual,200000,no,White,no,I am a developer by profession,no,no
25,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,yes,no,no,16,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,185000,yes,White,yes,I am a developer by profession,no,no
2,Man,no,Some college/university study without earning a degree,25-34 years old,no,yes,no,1,no,no,no,Very unfavorable,no,Straight / Heterosexual,65000,no,White,no,I am a developer by profession,yes,yes
18,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,12,no,no,no,Indifferent,yes,Straight / Heterosexual,250000,yes,White,no,I am a developer by profession,yes,no
6,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,2,no,no,no,Very unfavorable,no,Straight / Heterosexual,145000,yes,White,no,I am a developer by profession,yes,no
18,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,12,yes,no,no,Unsure,no,Straight / Heterosexual,113000,no,White,no,I am a developer by profession,no,no
25,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,15,no,no,no,Favorable,no,Straight / Heterosexual,100000,no,White,no,I am a developer by profession,yes,yes
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,yes,no,1,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,104750,no,Asian,yes,I am a developer by profession,no,no
21,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,no,no,no,14,yes,yes,no,Unfavorable,no,Straight / Heterosexual,140000,yes,White,yes,I am a developer by profession,yes,yes
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,5,no,no,no,Unfavorable,no,Straight / Heterosexual,123141,yes,White,no,I am a developer by profession,no,no
22,Man,no,"Associate degree (A.A., A.S., etc.)",35-44 years old,no,no,no,18,no,no,no,Very unfavorable,no,Straight / Heterosexual,170000,no,White,no,I am a developer by profession,yes,no
8,Woman,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,yes,no,0,yes,no,no,Very unfavorable,no,Gay or Lesbian,80000,yes,White,no,I am a developer by profession,no,no
8,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,4,yes,no,no,Unfavorable,no,Straight / Heterosexual,102000,no,White,yes,I am a developer by profession,no,no
17,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",25-34 years old,yes,no,no,4,yes,no,no,Very unfavorable,no,Straight / Heterosexual,110000,yes,White,no,I am a developer by profession,yes,no
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,7,yes,no,no,Indifferent,no,Straight / Heterosexual,260,no,White,no,I am a developer by profession,yes,no
13,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,9,yes,no,no,Very unfavorable,no,Straight / Heterosexual,115000,yes,White,no,I am a developer by profession,yes,no
15,Man,no,"Associate degree (A.A., A.S., etc.)",35-44 years old,no,no,no,11,no,no,no,Indifferent,no,Straight / Heterosexual,83000,no,White,no,I am a developer by profession,yes,yes
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,yes,no,4,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,128000,no,White,no,I am a developer by profession,yes,yes
30,Man,no,Some college/university study without earning a degree,35-44 years old,no,yes,no,23,no,no,no,Unfavorable,no,Straight / Heterosexual,165000,no,White,no,I am a developer by profession,yes,no
6,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,3,no,no,no,Favorable,no,Straight / Heterosexual,90000,yes,White,no,I am a developer by profession,yes,yes
35,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,23,no,no,no,Indifferent,no,Straight / Heterosexual,105000,no,White,no,I am a developer by profession,yes,yes
10,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,yes,no,no,3,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,165000,no,White,yes,I am a developer by profession,no,no
5,Woman,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,no,no,0,no,yes,no,Indifferent,no,Bisexual,74000,no,White,yes,I am a developer by profession,no,yes
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,9,yes,no,no,Very unfavorable,no,Straight / Heterosexual,180000,yes,White,yes,I am a developer by profession,yes,no
20,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,no,no,10,yes,no,no,Indifferent,no,Straight / Heterosexual,160000,no,Middle Eastern,no,I am a developer by profession,no,no
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,no,no,9,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,130000,no,White,yes,I am a developer by profession,no,no
19,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,14,yes,no,no,Very unfavorable,no,Straight / Heterosexual,175000,no,White,yes,I am a developer by profession,no,no
6,Man,no,Some college/university study without earning a degree,18-24 years old,no,yes,no,3,yes,no,no,Very unfavorable,no,Straight / Heterosexual,65000,no,White,no,I am a developer by profession,yes,yes
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,yes,no,no,11,no,yes,no,Favorable,no,Straight / Heterosexual,130000,no,White,yes,I am a developer by profession,no,no
2,Man,no,Some college/university study without earning a degree,25-34 years old,no,no,no,0,yes,no,no,Very unfavorable,no,Straight / Heterosexual,95000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
17,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,yes,no,no,16,yes,no,no,Very unfavorable,no,Straight / Heterosexual,195000,no,White,no,I am a developer by profession,no,no
6,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,yes,no,2,yes,yes,no,Very unfavorable,no,Gay or Lesbian,62000,yes,White,no,I am a developer by profession,no,no
40,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,yes,no,15,no,no,no,Unfavorable,no,Straight / Heterosexual,68000,no,White,no,I am a developer by profession,no,no
14,Man,no,Some college/university study without earning a degree,25-34 years old,no,yes,no,12,no,no,no,Unfavorable,no,Straight / Heterosexual,130000,no,White,no,I am a developer by profession,no,no
11,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,10,yes,yes,yes,Very unfavorable,no,Straight / Heterosexual,70000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",yes,yes
13,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,no,no,5,no,no,no,Very unfavorable,no,Straight / Heterosexual,120000,no,White,no,I am a developer by profession,yes,yes
45,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,no,yes,no,42,no,no,no,Very unfavorable,yes,Bisexual,180000,no,White,no,I am a developer by profession,no,no
4,Man,no,Primary/elementary school,25-34 years old,yes,yes,no,2,yes,no,no,Indifferent,no,Straight / Heterosexual,130000,no,White,no,I am a developer by profession,yes,yes
24,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,yes,yes,no,11,yes,no,no,Very unfavorable,no,Straight / Heterosexual,151992,no,White,no,I am a developer by profession,no,no
43,Man,no,Some college/university study without earning a degree,55-64 years old,no,yes,no,38,yes,no,no,Indifferent,no,Straight / Heterosexual,105000,no,White,no,I am a developer by profession,yes,no
14,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,yes,no,13,yes,no,no,Indifferent,no,Bisexual,73000,no,White,no,I am a developer by profession,yes,yes
11,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,yes,no,9,yes,no,no,Unfavorable,yes,Straight / Heterosexual,135000,no,White,no,I am a developer by profession,yes,yes
